clean_comment,category
cad br?,0
everyone go fck urself gay fish,-1
mean word written red japanese?,0
still one sickest song ever heard,-1
mv homage akira movie,0
still best 2018!!,1
need hurry now...,0
know inspiration music video song came movie called akira anime really like watch,1
stronger !!! xd,1
redskins207 video based anime movie akira,0
thats exactly said,0
it?,0
kept listening song rip ride rocket,1
still watching else?,0
no one knew hell daft punk was.... didnt even know grooving back then!!,-1
many hot woman make black men crazy,-1
2024 march 29 still one top song anyone else agree?,1
okay song,1
daft punk noise considered music?,-1
sad people claim original track better watch vid original,-1
recreated,0
lol. game give no son none son gone die tonight.,-1
google gay fish get kanye,-1
la plus grande firet de la france la france vous etes la ??!!!!!!!!!!,0
favourite part 0202,1
love daft punkkkkkk viva los djsssss,1
daft punk lol collab,0
"doesnt kill you, make stronger",1
kelly clarkson stronger ...is good... but better kelly,1
remember listening radio right recession 2008 45 song came im 18 year old,0
google translator? p,0
"black guy japan... black guy asia?!... u like stickin fish stick mouth. yes, yes do. gay fish!",-1
brasil 2023,0
"going sound frickin annoying, but ya gotta watch?vovv1jqthycq im new rapper. flow suck shit. but promise get better video make. im not going say im unique, anything innovative, but might least appreciate style im trying approach. please check video time. dont like it..you dont like it. do..subscribe, youll see growth music. thanks 3",0
fucking goat!!!!!,-1
didnt take account muscular dystrophy. doesnt kill definitely isnt making stronger.,-1
kanye matado uno de los himnos de la musica electrnica,0
dance right best song ever,1
keep glitching 402,-1
cant stop bboying !!!!!!!!!!!!!!,-1
play secretary im bos tongith ! 3,0
"love daft punk kanye not favourite, but nobody deny song awesome",1
"thank kanye, cool! donald trump listening song",1
song stolen,-1
liker,0
timbaland s!!!,1
"fucking copyright daft punk harder, better, faster, stronger ! dissappointed cuz become best song...",-1
"thumb came song, saw movie never back down!",1
akasha0099 thats funny cause didnt make song daft punk sang,0
doesnt daft punk get credit title?,-1
listnened ride universal studio u listen music on!,1
meant go power right tho use cant get much wronger,-1
one last rap song mumble rap,0
roy jones jr stronger kanye west.......,1
hear greatness daft something else,-1
youre gay fish kanye!!,-1
daft punk here?,-1
no bad.......,0
qooooz kimi !!!!!,0
people hate kanye say much better daft punk is? go listen daft punk version leave version gonna make ignorant comment.,-1
like yo come never back,0
httpsm.youtube.comwatch?v6dr1b01387g,1
kanyes got many hit havent seen runaway film 40mins awesome,1
lady better kim,0
guess got page!!!!!!!,0
akira daft punk. peak.,0
real kanye please stand,0
ohh love daft punk,1
like fishstick ?,0
damn k man know fashion like no,0
song viagra?,0
cool 1,1
saw like 10 thought daft punk engineer board death star operating laser.,-1
never back dont say never told ya,0
art war baby boy,0
"yup site sending free black apple ipad 3 today only. fill address but real, claimed one minute ago. better hurry up! upad3.com fatal flaw human wisdom promise change relationship without needing change",0
day getting viral taking advantage site authentic view c,0
dont get video but daft punk baby,-1
called credit using someone entire song,0
kanye zzzz,0
since o.j. isotoners.,1
damn 4 song came,0
"pulpredemption tbh whole video reference akira japanese, bike chase stuff",1
happened kanye bro,0
kanye west daft punk.,-1
insert default dance,0
love song india.,1
putting rip ride rockit ride unirversal,0
commercial youtube gay!!,-1
"yeah well always happens. im huge daft punk fan but doesnt really matter end day. like wretch 32 used stone rose sample everyone got mad, whats point think.",-1
steely dan,0
life complete.,1
"megaaddrriiaann wow one hour go 650 1,651",0
mais algum br escutando essa lenda,0
2009 yall,0
rip hard faster stronger daf punk,0
"name sample. kanye authorization. grow talk shit around there, man.",-1
killing replay boutton,0
im vietnamese . hate song .,-1
"like not, kanye west musical genius possibly greatest artist time",1
xexrxixcxkx care provide proof?,0
actually good song even though beat best part,1
glass shuld not see shit,-1
mfcold1 isnt actually guymanuel thomas. youre right dude micahmiller look single cover kanyes teddy bear two robot helmet daft punk,-1
coronavirus strong cmon yall survive,1
essa foi uma da primeiras msicas que eu escutei ye 3,0
always reminds movie never back whenever listen masterpiece,1
best kanye song 3,1
"thumbnail, kanye like 23 forehead, dude lookin like push pop",0
kanye west king,0
"without daft punk song wouldnt become famous is, but still, awesome song guess",1
il like stromger lov,0
yeezy 350 v2 onsale adidas.com,0
no onecomplained noise level til kayne west came thru,0
cybertechwolf wait wait not offend but saying daft punk stole song?,-1
kanye living fucking legend.,1
daft punk copied,-1
kanedaaaaaaaaaaaaaa,0
song fucking horse shit.,-1
im rip ride rockit florida,0
"used like song, realized was, not written way, girl called kanye west... know, racist!",-1
anyone 2586 ?,0
im listening xd,0
1.25 speed,1
fus ro dah 249,0
kmlo,0
greatest song allllll tiiiiiime,1
"hahahaha, good one",1
"great song, but personally, think shadyvox better job. please, bring hate",1
"lucky? weakest verse ive ever heard kanye. thing saved song production kickass sample. love kanye, but music really carried song.",0
mais video,0
fact video better graphic modern movie lit,1
litterally,0
"like kanye, but never forgive this.",-1
wheres credit daft punk tho?,-1
omfg kanye love you!!! im big fan love ur music!!!!!!!!,1
phildiedie lol,0
oh gosh need let go said taylor swift tht last year drunk . love but guy need stop yall r acting like babys.,-1
que horrible remix eso que e la unica cancion buena del west,-1
honestly techno loving fuck stop hating. daft punk original stronger but kanye popular. plus dont like hop off.,-1
awesome tecno music,1
nokia,0
got level 3 helmet pubg,0
"nice song, though people video shit acting.",-1
godistheway123 thank god finally!,1
wonder nurse holding nose runing away,0
"ya know, kanye egotistical little bitch, but least song good... even probably didnt write himself. course, massive prop daft punk song.",1
2021 song never get old,1
se beber no case,0
know thomas guy helped write kanyes version,0
strongerd dope menngg. listen song listen song narimo thanks,1
black friday,0
"weird 10 year old song like comment less year ago, nothing mattered 20162017",-1
robotic,-1
410 real!!! stuff bro .,0
undividedmovie9 usually people make beat dont get credit. like dr dre make beat eminem 50 cent beat never say feat. dr dre,0
top myspace page song. ooohhhhhh memory,1
mrlunapark123 no 7403 im fuckin time traveler,-1
2020? v,0
"daft punk thing, people want see daft punk go watch daft punk",-1
featuring daft punk,-1
meet 144p,0
seriously addicted song depicts love life,1
song better mom!,1
hey kanye ima let finish but ripp,0
love based music video fav anime akira,1
heureusement que daft punk est l,0
show de bola man,0
"hey youtubers hiphop music lovers, guess skip comments, but still reading this, thanks! dont money advertisiments, no chance getting heard, nothing. thats left spam, sorry. imma recent college grad, rapper nyc, please view new video account. wont regret it. give chance, please. take half second life thumb comment up. maybe change life, real. thank you, dueces, peace!",1
people like trash??? kidding me?,-1
kanye want sing fast but flop,0
still kim,0
damn 7 year later shit till banga,0
n b,0
graal era... u,0
came become stronger.,1
"30stm version much better... expect negative replies, but opinion, dont agree",1
"yes, came comment section see something happening kanye thing",0
cad br? braaaaaaaaaaaaaaaasil wins!,1
"feel like kanye hater get paid hate. but hate themselves, pay food.",-1
favorite song ben listening song since 4,1
today realised song kanye omggg,0
song good daft punk made good.my idol,1
one song stay playlist,1
jim browning... share,0
"343,265,144 view ...but never heard till",0
wasnot wa,0
personally like daft punk part bit original.,0
remind logan paul,-1
lol essa msica loka lllllooooooollllllll,0
every time watch hangover going lissen stronger,1
watching 2016 ?,0
fcking good song one best song know xd but 3,1
shutter shade even thing video??,0
"love it, listen real song. harder better faster stronger, rather complete rip off. im sorry guy but song love rip off.",0
alrighttt!!!!! daft punk kanye westt!!!!!! love song man,1
daft funk?,0
100 020 058 views??!!! holy fuck!!!,-1
think akira,0
heyy guy heard new rapper sleepy conscious? pretty ill like style different ... u search,1
damn kanye ripping akira,-1
"kanye beast back , kanye",0
15 year ago?,0
kanye west still put ft. daft punk,0
digging 2013!!,0
dare talk daft punk like that!!!,-1
kanye didnt tweet anything wrong.,0
people dont understand video came from. akira 1988,-1
surprising last step part 2,0
ugu gay,-1
shane dawson made parody,0
daft punk stalking kanye video,0
kanye killed it!!!!!!!!!!!!!!,1
hitler birthday??,0
", daft punk.",0
"vivy024 actually, listened came out. made graduation, looked track list, thought amazing, bought week came out. listening stronger since 2007. ive always known amazing song. hangover ii absolutely nothing it.",1
really vevo ?? cover bad word oh cmoon...,-1
song motivating! fighter,1
but lord made graduation,1
yk old wearing mf shade,-1
wery good,1
since oj isotoners,1
happy new year 2025 detroitlove unklejuman313rd4president freelarryhoover,1
"kanye could stop rapping epic song! joking, love song, but opinion, winning credit go daft punk p oh, k r e",1
still think akira classic,0
kanye rulzzz!,0
manifested kim song .,0
4 mr. murraygreen bean music video youtube,0
"yeah,but might think im saying american football",0
origonal much better,1
asian pursuasian da house,0
best song ever seen,1
tmijacewayland video part take animecomic akira,0
beat dont like but lyrics? awesome!,1
serchead,-1
strong u.s president,1
p e n !!!,0
xxicahxx fuck black kesha? way better talented....,-1
chole!!!!,0
ye need right now!,1
put mouth,0
3 de enero,0
yosha v,0
fakengay000 noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,-1
go cannal,0
graduation gkmc album accept 1010,1
shady done better....thumbs agree xd,1
"daft punk legends, saved one guy. without daft punk, kanye west wouldnt get grammies ever...",0
shame someone much talent chose life partner doesnt talent all.... good song tho,-1
marzo 2019?,0
nice music yitler,1
spotify playlist brought,0
daft punk baby,-1
inspired someone needing type inspiration long time. see u future.,1
multiweirdtv true.,1
"im sorry, but believe word spelled shitty, least context song, spelt derivative crap.",0
